,Unnamed: 0,Name,City,Specialization,Waiting Time,Fees
798,798,Dr Robert KHAYAT,Paris,Medecin generaliste,"['13', 'janvier']",25
799,799,Dr Jean-Frédéric Donati,Paris,Medecin generaliste,"['18', 'janvier']",30
800,800,Dr Corina - Rodica Popescu,Paris,Medecin generaliste,"['10', 'janvier']",25
801,801,Dr Thierry ANDRÉ,Paris,Medecin generaliste,"['12', 'janvier']",Conventionné secteur 1
802,802,Dr Fabien MANASTERSKI,Paris,Medecin generaliste,"['10', 'janvier']",25
803,803,Dr Rémi Mifsud,Paris,Medecin generaliste,"['10', 'janvier']",50
804,804,Dr Cécile Crozier,Paris,Medecin generaliste,"['12', 'janvier']",25
805,805,Julie Decatoire,Paris,Medecin generaliste,"['9', 'janvier']",25
806,806,Dr Philippe Elhaik,Paris,Medecin generaliste,"['9', 'janvier']",Conventionné secteur 2
807,807,Dr Elodie Genoud-Ternay,Paris,Medecin generaliste,"['24', 'janvier']",25
808,808,Dr Yann Legrain,Paris,Medecin generaliste,sam. 7 janv. 17:00,50
809,809,Dr Valérie Bénéteau,Paris,Medecin generaliste,"['9', 'janvier']",25
810,810,Dr Jérôme Saint Girons,Paris,Medecin generaliste,"['17', 'janvier']",25
811,811,So Clinic Paris Parmentier,Paris,Medecin generaliste,"['9', 'janvier']",Établissement conventionné
812,812,Dr Katia Belhouari,Paris,Medecin generaliste,"['12', 'janvier']",40
813,813,Centre Médical - COSEM Maubeuge,Paris,Medecin generaliste,sam. 7 janv. 17:15,Établissement conventionné
814,814,Dr Daniel WAINBLUM,Paris,Medecin generaliste,"['9', 'janvier']",Conventionné secteur 2
815,815,Dr Isabelle Zeggane,Paris,Medecin generaliste,"['9', 'janvier']",25
816,816,Pharmacie centrale des Pyrénées - iPharm - Paris XXe,Paris,Medecin generaliste,ven. 6 janv. 09:00,"Pharmacie Centrale des Pyrénées
127 Rue des Pyrénées, 75020 Paris"
817,817,Dr Mylène PRADELLE,Paris,Medecin generaliste,"['11', 'janvier']",25
818,818,Dr Dominique DEFER,Paris,Medecin generaliste,"['10', 'janvier']",25
819,819,Dr Arthur Tron,Paris,Medecin generaliste,"['10', 'janvier']",25
820,820,Dr Christele Boin,Paris,Medecin generaliste,"['24', 'janvier']",25
821,821,Dr Mokrane ACHIR,Paris,Medecin generaliste,ven. 6 janv. 20:00,25
822,822,Centre médical et dentaire Alexandre Dumas,Paris,Medecin generaliste,,23
823,823,Claude LEROY,Paris,Medecin generaliste,,"6 Rue Fourcroy, 75017 Paris"
824,824,Dr Noémie GUTHMANN,Paris,Medecin generaliste,,40
825,825,Dr Olivier PANOT,Paris,Medecin generaliste,,25
826,826,Dr Hector Boccara,Paris,Medecin generaliste,,38
827,827,Dr Felix Alain Acher,Paris,Medecin generaliste,,25
828,828,Dr Franck BESSE,Paris,Medecin generaliste,,Ce praticien ne permet pas la réservation en ligne pour les patients de moins de 16 ans
829,829,Dr Rosine LESSMAN-ALPERIN,Paris,Medecin generaliste,,25
830,830,Dr Julie ATTAL BEHAR,Paris,Medecin generaliste,,25
831,831,Dr Jérôme Sanrey,Paris,Medecin generaliste,,25
832,832,Dr Emmanuel Bouelet,Paris,Medecin generaliste,,25
833,833,Laure COLLIER,Paris,Medecin generaliste,,25
834,834,Dr Amélie Aïm-Eusébi,Paris,Medecin generaliste,,25
835,835,Dr Marie-Raphaëlle Perret,Paris,Medecin generaliste,,25
836,836,Dr Hanna TABACH,Paris,Medecin generaliste,,25
837,837,Dr Emmanuelle WANONO,Paris,Medecin generaliste,,30
838,838,Dr Dominique DEFER,Paris,Medecin generaliste,"['10', 'janvier']",25
839,839,Dr Arthur Tron,Paris,Medecin generaliste,"['10', 'janvier']",25
840,840,Dr Christele Boin,Paris,Medecin generaliste,"['24', 'janvier']",25
841,841,Dr Mokrane ACHIR,Paris,Medecin generaliste,ven. 6 janv. 20:00,25
842,842,Centre médical et dentaire Alexandre Dumas,Paris,Medecin generaliste,"['10', 'janvier']",23
843,843,Claude LEROY,Paris,Medecin generaliste,"['20', 'janvier']","6 Rue Fourcroy, 75017 Paris"
844,844,Dr Noémie GUTHMANN,Paris,Medecin generaliste,"['26', 'janvier']",40
845,845,Dr Olivier PANOT,Paris,Medecin generaliste,"['8', 'février']",25
846,846,Dr Hector Boccara,Paris,Medecin generaliste,"['9', 'janvier']",38
847,847,Dr Felix Alain Acher,Paris,Medecin generaliste,"['11', 'janvier']",25
848,848,Dr Franck BESSE,Paris,Medecin generaliste,"['12', 'janvier']",Ce praticien ne permet pas la réservation en ligne pour les patients de moins de 16 ans
849,849,Dr Rosine LESSMAN-ALPERIN,Paris,Medecin generaliste,ven. 6 janv. 15:45,25
850,850,Dr Julie ATTAL BEHAR,Paris,Medecin generaliste,"['10', 'janvier']",25
851,851,Dr Jérôme Sanrey,Paris,Medecin generaliste,"['13', 'janvier']",25
852,852,Dr Emmanuel Bouelet,Paris,Medecin generaliste,"['10', 'janvier']",25
853,853,Laure COLLIER,Paris,Medecin generaliste,"['1er', 'février']",25
854,854,Dr Amélie Aïm-Eusébi,Paris,Medecin generaliste,"['30', 'janvier']",25
855,855,Dr Marie-Raphaëlle Perret,Paris,Medecin generaliste,"['10', 'janvier']",25
856,856,Dr Hanna TABACH,Paris,Medecin generaliste,"['16', 'janvier']",25
857,857,Dr Emmanuelle WANONO,Paris,Medecin generaliste,"['9', 'janvier']",30
858,858,Dr Tamara MAKOVEC,Paris,Medecin generaliste,"['9', 'janvier']",Conventionné secteur 2 avec Optam
859,859,Dr Ghislaine AUGIER,Paris,Medecin generaliste,"['10', 'janvier']",25
860,860,Dr David MISSUD,Paris,Medecin generaliste,"['10', 'janvier']",Conventionné secteur 1
861,861,Dr Emmanuelle Georges,Paris,Medecin generaliste,"['12', 'janvier']",23
862,862,Dr Sophie Pondaven,Paris,Medecin generaliste,,25
863,863,Dr Claude JOUSSET,Paris,Medecin generaliste,,100
864,864,Dr Jean-Luc ASTRUC,Paris,Medecin generaliste,,50
865,865,Unité Medikal Téléconsultation Télégraphe,Paris,Medecin generaliste,,Établissement conventionné
866,866,Dr Coralie Shi,Paris,Medecin generaliste,,25
867,867,Dr Thaïs GANS,Paris,Medecin generaliste,,25
868,868,Dr Eléonore ALIMI MARDOUKH,Paris,Medecin generaliste,,25
869,869,Centre de santé Alice Grosperrin - Union des Mutuelles d'Île-de-France,Paris,Medecin generaliste,,Établissement conventionné
870,870,Dr Mélia Marine AGBOJAN,Paris,Medecin generaliste,,25
871,871,Dr Sarah LE QUINTREC TEBAI,Paris,Medecin generaliste,,25
872,872,Dr Nadia Fernandez,Paris,Medecin generaliste,,80
873,873,Dr Agnès Nouvian,Paris,Medecin generaliste,,"SSE - Service de Santé Etudiante - Campus Saint-Germain
Université Paris Cité - Campus Saint-Germain
45 Rue des Saints-Pères, 75006 Paris"
874,874,Dr Jean-Michel HABERGRYTZ,Paris,Medecin generaliste,,25
875,875,Dr Florian GUEHO,Paris,Medecin generaliste,,25
876,876,Dr Valérie Pecqueur-Hobeika,Paris,Medecin generaliste,,25
877,877,Centre dentaire Paris 13 Porte d'Italie,Paris,Medecin generaliste,,"Centre dentaire Paris 13 Porte d'Italie
188 Avenue d'Italie, 75013 Paris"
878,878,Dr Tamara MAKOVEC,Paris,Medecin generaliste,"['9', 'janvier']",Conventionné secteur 2 avec Optam
879,879,Dr Ghislaine AUGIER,Paris,Medecin generaliste,"['10', 'janvier']",25
880,880,Dr David MISSUD,Paris,Medecin generaliste,"['10', 'janvier']",Conventionné secteur 1
881,881,Dr Emmanuelle Georges,Paris,Medecin generaliste,"['12', 'janvier']",23
882,882,Dr Sophie Pondaven,Paris,Medecin generaliste,"['10', 'janvier']",25
883,883,Dr Claude JOUSSET,Paris,Medecin generaliste,ven. 6 janv. 13:30,100
884,884,Dr Jean-Luc ASTRUC,Paris,Medecin generaliste,"['23', 'janvier']",50
885,885,Unité Medikal Téléconsultation Télégraphe,Paris,Medecin generaliste,ven. 6 janv. 20:40,Établissement conventionné
886,886,Dr Coralie Shi,Paris,Medecin generaliste,"['10', 'janvier']",25
887,887,Dr Thaïs GANS,Paris,Medecin generaliste,ven. 6 janv. 18:40,25
888,888,Dr Eléonore ALIMI MARDOUKH,Paris,Medecin generaliste,sam. 7 janv. 12:00,25
889,889,Centre de santé Alice Grosperrin - Union des Mutuelles d'Île-de-France,Paris,Medecin generaliste,"['12', 'janvier']",Établissement conventionné
890,890,Dr Mélia Marine AGBOJAN,Paris,Medecin generaliste,"['17', 'janvier']",25
891,891,Dr Sarah LE QUINTREC TEBAI,Paris,Medecin generaliste,"['10', 'janvier']",25
892,892,Dr Nadia Fernandez,Paris,Medecin generaliste,"['30', 'janvier']",80
893,893,Dr Agnès Nouvian,Paris,Medecin generaliste,"['11', 'janvier']","SSE - Service de Santé Etudiante - Campus Saint-Germain
Université Paris Cité - Campus Saint-Germain
45 Rue des Saints-Pères, 75006 Paris"
894,894,Dr Jean-Michel HABERGRYTZ,Paris,Medecin generaliste,"['11', 'janvier']",25
895,895,Dr Florian GUEHO,Paris,Medecin generaliste,"['10', 'janvier']",25
896,896,Dr Valérie Pecqueur-Hobeika,Paris,Medecin generaliste,"['9', 'janvier']",25
897,897,Centre dentaire Paris 13 Porte d'Italie,Paris,Medecin generaliste,"['10', 'janvier']","Centre dentaire Paris 13 Porte d'Italie
188 Avenue d'Italie, 75013 Paris"
898,898,Dr Mélanie Monmart,Paris,Medecin generaliste,"['10', 'janvier']",25
899,899,Dr Jacques-Martial Lancret,Paris,Medecin generaliste,"['9', 'janvier']",48
900,900,Dr Adrian Chaboche,Paris,Medecin generaliste,"['24', 'avril']",
901,901,Dr Remi HOSPITEL,Paris,Medecin generaliste,"['6', 'mars']",
902,902,Dr Melissa PIZZUTI,Paris,Medecin generaliste,,25
903,903,Dr Dominique HERBAUT,Paris,Medecin generaliste,,25
904,904,Dr Rachel KLEIN,Paris,Medecin generaliste,,25
905,905,Dr Patrick-Pierre SABATIER,Paris,Medecin generaliste,,100
906,906,Centre médico dentaire - Curial So Clinic,Paris,Medecin generaliste,,Établissement conventionné
907,907,Dr Romain Boutonné,Paris,Medecin generaliste,,Conventionné secteur 1
908,908,Centre Dentaire Nobel Santé + Paris 8 Pépinière,Paris,Medecin generaliste,,23
909,909,Dr Joseph COURLAND,Paris,Medecin generaliste,,37
910,910,Patrick Teboul,Paris,Medecin generaliste,,25
911,911,Centre MedikSanté Sébastopol,Paris,Medecin generaliste,,25
912,912,Dr Andreas Van Rooij,Paris,Medecin generaliste,,25
913,913,Dr Stéphane Chicheportiche,Paris,Medecin generaliste,,25
914,914,Dr Marcel Ichou,Paris,Medecin generaliste,,80
915,915,Centre Médico Dentaire MEDIDENT - Colonel Fabien 75010 Paris,Paris,Medecin generaliste,,Établissement conventionné
916,916,Dr Laetitia Gosselin,Paris,Medecin generaliste,,
917,917,Dr Elsa BENHAMOU,Paris,Medecin generaliste,,25
918,918,Dr Mélanie Monmart,Paris,Medecin generaliste,"['10', 'janvier']",25
919,919,Dr Jacques-Martial Lancret,Paris,Medecin generaliste,"['9', 'janvier']",48
920,920,Dr Adrian Chaboche,Paris,Medecin generaliste,"['24', 'avril']",100
921,921,Dr Remi HOSPITEL,Paris,Medecin generaliste,"['6', 'mars']",110
922,922,Dr Melissa PIZZUTI,Paris,Medecin generaliste,"['16', 'janvier']",25
923,923,Dr Dominique HERBAUT,Paris,Medecin generaliste,"['12', 'janvier']",25
924,924,Dr Rachel KLEIN,Paris,Medecin generaliste,"['15', 'janvier']",25
925,925,Dr Patrick-Pierre SABATIER,Paris,Medecin generaliste,"['13', 'janvier']",100
926,926,Centre médico dentaire - Curial So Clinic,Paris,Medecin generaliste,"['10', 'janvier']",Établissement conventionné
927,927,Dr Romain Boutonné,Paris,Medecin generaliste,"['20', 'janvier']",Conventionné secteur 1
928,928,Centre Dentaire Nobel Santé + Paris 8 Pépinière,Paris,Medecin generaliste,"['12', 'janvier']",23
929,929,Dr Joseph COURLAND,Paris,Medecin generaliste,"['9', 'janvier']",37
930,930,Patrick Teboul,Paris,Medecin generaliste,sam. 7 janv. 19:45,25
931,931,Centre MedikSanté Sébastopol,Paris,Medecin generaliste,ven. 6 janv. 09:00,25
932,932,Dr Andreas Van Rooij,Paris,Medecin generaliste,"['9', 'janvier']",25
933,933,Dr Stéphane Chicheportiche,Paris,Medecin generaliste,"['27', 'janvier']",25
934,934,Dr Marcel Ichou,Paris,Medecin generaliste,"['9', 'janvier']",80
935,935,Centre Médico Dentaire MEDIDENT - Colonel Fabien 75010 Paris,Paris,Medecin generaliste,"['16', 'janvier']",Établissement conventionné
936,936,Dr Laetitia Gosselin,Paris,Medecin generaliste,"['16', 'janvier']",
937,937,Dr Elsa BENHAMOU,Paris,Medecin generaliste,"['30', 'janvier']",25
938,938,Dr Agathe Scemama,Paris,Medecin generaliste,ven. 6 janv. 15:00,25
939,939,Dr Véronique Bourguignon,Paris,Medecin generaliste,"['10', 'janvier']",25
940,940,Dr Dacine Gribi,Paris,Medecin generaliste,"['9', 'janvier']",25
941,941,Dr Audrey Djian,Paris,Medecin generaliste,,25
942,942,Dr Céline GRAND,Paris,Medecin generaliste,,25
943,943,Dr Nadine ELBAZ,Paris,Medecin generaliste,,30
944,944,Dr Marie-Christine Barbet,Paris,Medecin generaliste,,Conventionné secteur 2
945,945,Dr Monique Gers,Paris,Medecin generaliste,,25
946,946,Dr Hubert LOUIS,Paris,Medecin generaliste,,25
947,947,"Centre dentaire - Paris 18e, Poteau",Paris,Medecin generaliste,,Établissement conventionné
948,948,Dr Marine Charpentier- de Puget,Paris,Medecin generaliste,,25
949,949,Dr Serge ALPERIN,Paris,Medecin generaliste,,25
950,950,Dr Samir Daoui,Paris,Medecin generaliste,,80
951,951,Dr Elise Poumier,Paris,Medecin generaliste,,25
952,952,Dr Salomon MREJEN,Paris,Medecin generaliste,,25
953,953,Dr Théophile SFEIR,Paris,Medecin generaliste,,25
954,954,Dr Alexis HOLL,Paris,Medecin generaliste,,25
955,955,Dr Jacques Boulet,Paris,Medecin generaliste,,40
956,956,Dr Benedikta Reiss,Paris,Medecin generaliste,,80
957,957,Dr Karim SCHLAPPI,Paris,Medecin generaliste,,35
958,958,Dr Agathe Scemama,Paris,Medecin generaliste,ven. 6 janv. 15:00,25
959,959,Dr Véronique Bourguignon,Paris,Medecin generaliste,"['10', 'janvier']",25
960,960,Dr Dacine Gribi,Paris,Medecin generaliste,"['9', 'janvier']",25
961,961,Dr Audrey Djian,Paris,Medecin generaliste,sam. 7 janv. 17:30,25
962,962,Dr Céline GRAND,Paris,Medecin generaliste,"['9', 'janvier']",25
963,963,Dr Nadine ELBAZ,Paris,Medecin generaliste,"['9', 'janvier']",30
964,964,Dr Marie-Christine Barbet,Paris,Medecin generaliste,"['10', 'janvier']",Conventionné secteur 2
965,965,Dr Monique Gers,Paris,Medecin generaliste,"['13', 'janvier']",25
966,966,Dr Hubert LOUIS,Paris,Medecin generaliste,"['9', 'janvier']",25
967,967,"Centre dentaire - Paris 18e, Poteau",Paris,Medecin generaliste,"['9', 'janvier']",Établissement conventionné
968,968,Dr Marine Charpentier- de Puget,Paris,Medecin generaliste,"['13', 'janvier']",25
969,969,Dr Serge ALPERIN,Paris,Medecin generaliste,"['10', 'janvier']",25
970,970,Dr Samir Daoui,Paris,Medecin generaliste,"['9', 'janvier']",80
971,971,Dr Elise Poumier,Paris,Medecin generaliste,"['17', 'janvier']",25
972,972,Dr Salomon MREJEN,Paris,Medecin generaliste,"['9', 'janvier']",25
973,973,Dr Théophile SFEIR,Paris,Medecin generaliste,"['25', 'janvier']",25
974,974,Dr Alexis HOLL,Paris,Medecin generaliste,"['13', 'janvier']",25
975,975,Dr Jacques Boulet,Paris,Medecin generaliste,"['11', 'janvier']",40
976,976,Dr Benedikta Reiss,Paris,Medecin generaliste,"['9', 'janvier']",80
977,977,Dr Karim SCHLAPPI,Paris,Medecin generaliste,"['9', 'janvier']",35
978,978,VISIONEO Centre d'ophtalmologie et médical,Paris,Medecin generaliste,ven. 6 janv. 09:40,60
979,979,Dr Alphonse KISSOUS,Paris,Medecin generaliste,"['11', 'janvier']",25
980,980,Centre de Santé Haussmann,Paris,Medecin generaliste,,Établissement conventionné
981,981,Dr Gunita JOLLY-PAUL,Paris,Medecin generaliste,,220
982,982,Doctocare,Paris,Medecin generaliste,,Établissement conventionné
983,983,Dr Marc Bigaré,Paris,Medecin generaliste,,25
984,984,Dr Béatrice VERCOUSTRE,Paris,Medecin generaliste,,25
985,985,Dr Frédéric LATTES,Paris,Medecin generaliste,,25
986,986,Dr Marion Bamberger,Paris,Medecin generaliste,,25
987,987,Pr Max BUDOWSKI,Paris,Medecin generaliste,,
988,988,Dr Jean-Michel Maronne,Paris,Medecin generaliste,,35
989,989,Dr Karine HU,Paris,Medecin generaliste,,
990,990,Dr Jean-Luc MAMOU,Paris,Medecin generaliste,,25
991,991,Dr Delphine MONNIER,Paris,Medecin generaliste,,Conventionné
992,992,Dr Laurent MERCIER,Paris,Medecin generaliste,,50
993,993,Dr Denis COLIN,Paris,Medecin generaliste,,Conventionné secteur 2
994,994,Sylvie tapiero,Paris,Medecin generaliste,,25
995,995,Dr Veronique DECARA,Paris,Medecin generaliste,,25
996,996,Dr Kore MOGNON,Paris,Medecin generaliste,,25
997,997,Dr Serge NABET,Paris,Medecin generaliste,,45
998,998,VISIONEO Centre d'ophtalmologie et médical,Paris,Medecin generaliste,ven. 6 janv. 09:40,60
999,999,Dr Alphonse KISSOUS,Paris,Medecin generaliste,"['11', 'janvier']",25
1000,1000,Centre de Santé Haussmann,Paris,Medecin generaliste,"['9', 'janvier']",Établissement conventionné
1001,1001,Dr Gunita JOLLY-PAUL,Paris,Medecin generaliste,"['13', 'janvier']",220
1002,1002,Doctocare,Paris,Medecin generaliste,"['9', 'janvier']",Établissement conventionné
1003,1003,Dr Marc Bigaré,Paris,Medecin generaliste,"['17', 'janvier']",25
1004,1004,Dr Béatrice VERCOUSTRE,Paris,Medecin generaliste,"['12', 'janvier']",25
1005,1005,Dr Frédéric LATTES,Paris,Medecin generaliste,"['12', 'janvier']",25
1006,1006,Dr Marion Bamberger,Paris,Medecin generaliste,"['16', 'janvier']",25
1007,1007,Pr Max BUDOWSKI,Paris,Medecin generaliste,"['10', 'janvier']",
1008,1008,Dr Jean-Michel Maronne,Paris,Medecin generaliste,"['11', 'janvier']",35
1009,1009,Dr Karine HU,Paris,Medecin generaliste,"['17', 'janvier']",
1010,1010,Dr Jean-Luc MAMOU,Paris,Medecin generaliste,"['11', 'janvier']",25
1011,1011,Dr Delphine MONNIER,Paris,Medecin generaliste,"['10', 'janvier']",Conventionné
1012,1012,Dr Laurent MERCIER,Paris,Medecin generaliste,"['10', 'janvier']",50
1013,1013,Dr Denis COLIN,Paris,Medecin generaliste,"['19', 'janvier']",Conventionné secteur 2
1014,1014,Sylvie tapiero,Paris,Medecin generaliste,"['11', 'janvier']",25
1015,1015,Dr Veronique DECARA,Paris,Medecin generaliste,"['17', 'janvier']",25
1016,1016,Dr Kore MOGNON,Paris,Medecin generaliste,"['19', 'janvier']",25
1017,1017,Dr Serge NABET,Paris,Medecin generaliste,"['9', 'janvier']",45
1018,1018,Dr Jeanne Bėdry,Paris,Medecin generaliste,"['13', 'janvier']",25
1019,1019,Santé PLUS - Centre Victor Massé,Paris,Medecin generaliste,dim. 8 janv. 09:15,Établissement conventionné
1020,1020,Dr Emmanuel Gonzalez,Paris,Medecin generaliste,"['17', 'janvier']",Conventionné secteur 1
1021,1021,Dr Sven THILL,Paris,Medecin generaliste,,25
1022,1022,Dr Camille Pioch Chague,Paris,Medecin generaliste,,30
1023,1023,Dr Remy Samama,Paris,Medecin generaliste,,25
1024,1024,Dr Hugues de BERC,Paris,Medecin generaliste,,50
1025,1025,Dr Niloufar ASSEF-ZAMANIAN,Paris,Medecin generaliste,,25
1026,1026,Dr Catherine Huberman,Paris,Medecin generaliste,,25
1027,1027,Dr Yves KANGA,Paris,Medecin generaliste,,50
1028,1028,Dr Yannick Girardeau,Paris,Medecin generaliste,,25
1029,1029,Dr Delphine AUBERT LE GRIMELLEC,Paris,Medecin generaliste,,25
1030,1030,Dr Hélène LAMBERT,Paris,Medecin generaliste,,25
1031,1031,Dr Lise Moussu,Paris,Medecin generaliste,,25
1032,1032,Institut Alfred Fournier,Paris,Medecin generaliste,,Établissement conventionné
1033,1033,Dr Catherine DUFORT,Paris,Medecin generaliste,,25
1034,1034,Dr Jenny Ferrier Battner,Paris,Medecin generaliste,,25
1035,1035,Dr Pierre SAINT-GERMAIN,Paris,Medecin generaliste,,50
1036,1036,Dr Yann Kerebel,Paris,Medecin generaliste,,25
1037,1037,Dr Caroline Guyot,Paris,Medecin generaliste,,60
1038,1038,Dr Jeanne Bėdry,Paris,Medecin generaliste,"['13', 'janvier']",25
1039,1039,Santé PLUS - Centre Victor Massé,Paris,Medecin generaliste,dim. 8 janv. 09:15,Établissement conventionné
1040,1040,Dr Emmanuel Gonzalez,Paris,Medecin generaliste,"['17', 'janvier']",Conventionné secteur 1
1041,1041,Dr Sven THILL,Paris,Medecin generaliste,"['11', 'janvier']",25
1042,1042,Dr Camille Pioch Chague,Paris,Medecin generaliste,"['9', 'janvier']",30
1043,1043,Dr Remy Samama,Paris,Medecin generaliste,"['9', 'janvier']",25
1044,1044,Dr Hugues de BERC,Paris,Medecin generaliste,"['9', 'janvier']",50
1045,1045,Dr Niloufar ASSEF-ZAMANIAN,Paris,Medecin generaliste,sam. 7 janv. 12:30,25
1046,1046,Dr Catherine Huberman,Paris,Medecin generaliste,"['9', 'janvier']",25
1047,1047,Dr Yves KANGA,Paris,Medecin generaliste,"['9', 'janvier']",50
1048,1048,Dr Yannick Girardeau,Paris,Medecin generaliste,"['9', 'janvier']",25
1049,1049,Dr Delphine AUBERT LE GRIMELLEC,Paris,Medecin generaliste,"['13', 'janvier']",25
1050,1050,Dr Hélène LAMBERT,Paris,Medecin generaliste,"['16', 'janvier']",25
1051,1051,Dr Lise Moussu,Paris,Medecin generaliste,"['10', 'janvier']",25
1052,1052,Institut Alfred Fournier,Paris,Medecin generaliste,"['10', 'janvier']",Établissement conventionné
1053,1053,Dr Catherine DUFORT,Paris,Medecin generaliste,"['17', 'janvier']",25
1054,1054,Dr Jenny Ferrier Battner,Paris,Medecin generaliste,"['9', 'janvier']",25
1055,1055,Dr Pierre SAINT-GERMAIN,Paris,Medecin generaliste,ven. 6 janv. 14:15,50
1056,1056,Dr Yann Kerebel,Paris,Medecin generaliste,"['11', 'janvier']",25
1057,1057,Dr Caroline Guyot,Paris,Medecin generaliste,"['13', 'janvier']",60
1058,1058,Dr Eve Marie LORBER,Paris,Medecin generaliste,"['10', 'janvier']",35
1059,1059,Dr Mathieu PRIX,Paris,Medecin generaliste,"['18', 'janvier']",30
1060,1060,Dr Clémence Laur,Paris,Medecin generaliste,"['11', 'janvier']",50
1061,1061,Dr Celia CHELAH,Paris,Medecin generaliste,"['9', 'janvier']",25
1062,1062,Dr Jean-Pierre Cahané,Paris,Medecin generaliste,"['9', 'janvier']",85
1063,1063,Dr Elie Paul COHEN,Paris,Medecin generaliste,"['10', 'janvier']",40
1064,1064,Dr Chunyun HU,Paris,Medecin generaliste,"['10', 'janvier']",25
1065,1065,Centre de santé OSE - Elio Habib - Georges Levy,Paris,Medecin generaliste,"['10', 'janvier']",Établissement conventionné
1066,1066,Dr Fabrice Amann,Paris,Medecin generaliste,,Conventionné secteur 1
1067,1067,Dr Khoa Luat NGUYEN,Paris,Medecin generaliste,"['26', 'janvier']",Conventionné secteur 1
1068,1068,Dr Arlette Santini,Paris,Medecin generaliste,dim. 8 janv. 09:00,60
1069,1069,Dr Nicolas Ringuet,Paris,Medecin generaliste,"['11', 'janvier']",25
1070,1070,Dr Colette CYMERMAN-TIMSIT,Paris,Medecin generaliste,"['7', 'février']",40
1071,1071,Dr Eric Anjou,Paris,Medecin generaliste,"['16', 'janvier']",25
1072,1072,Dr Raphael PECQUEUR,Paris,Medecin generaliste,"['13', 'janvier']",25
1073,1073,Dr Baptiste SELLEM,Paris,Medecin generaliste,"['11', 'janvier']",25
1074,1074,Dr Christophe HERNANDEZ,Paris,Medecin generaliste,"['10', 'janvier']",25
1075,1075,Dr Elena PRIA,Paris,Medecin generaliste,ven. 6 janv. 14:15,25
1076,1076,Dr Laurent DOUIEB,Paris,Medecin generaliste,"['12', 'janvier']",25
1077,1077,Dr Amélie Hervault,Paris,Medecin generaliste,"['9', 'janvier']",25
1078,1078,Dr Flora Souied,Paris,Medecin generaliste,"['9', 'janvier']",25
1079,1079,Dr Florence DU BREUIL,Paris,Medecin generaliste,"['17', 'février']",25
1080,1080,Dr Sylva KARAM,Paris,Medecin generaliste,"['2', 'février']",Conventionné secteur 1
1081,1081,Centre Medico Dentaire MEDIDENT - Monge,Paris,Medecin generaliste,"['11', 'janvier']",
1082,1082,Dr Louis Cortes,Paris,Medecin generaliste,,25
1083,1083,Dr Audrey HADDAD,Paris,Medecin generaliste,,25
1084,1084,Dr Alicia Petit,Paris,Medecin generaliste,,25
1085,1085,Dr Stéphanie BEGEL,Paris,Medecin generaliste,,50
1086,1086,Dr Patrice Barthélémy,Paris,Medecin generaliste,,Conventionné secteur 2
1087,1087,Dr Tania KANDEL,Paris,Medecin generaliste,,"Centre de vaccination et de dépistage de la ville de Paris
Boursault
54 Bis Rue Boursault, 75017 Paris"
1088,1088,Dr Raphael GAUTHIER,Paris,Medecin generaliste,,25
1089,1089,Dr Liliane CHEN,Paris,Medecin generaliste,,25
1090,1090,Dr Ségolène BERTRAN,Paris,Medecin generaliste,,25
1091,1091,Dr Michèle RICHEMOND,Paris,Medecin generaliste,,25
1092,1092,Dr Abner HAMOU,Paris,Medecin generaliste,,40
1093,1093,Dr Asmaa HAKMI,Paris,Medecin generaliste,,Conventionné secteur 1
1094,1094,Dr Moise HASSAN,Paris,Medecin generaliste,,55
1095,1095,Dr Moché ABERGEL,Paris,Medecin generaliste,,25
1096,1096,Dr Pierre Williot,Paris,Medecin generaliste,,55
1097,1097,Dr Alice JON,Paris,Medecin generaliste,,25
1098,1098,Dr Flora Souied,Paris,Medecin generaliste,"['9', 'janvier']",25
1099,1099,Dr Florence DU BREUIL,Paris,Medecin generaliste,"['17', 'février']",25
1100,1100,Dr Sylva KARAM,Paris,Medecin generaliste,"['2', 'février']",Conventionné secteur 1
1101,1101,Centre Medico Dentaire MEDIDENT - Monge,Paris,Medecin generaliste,"['11', 'janvier']",23
1102,1102,Dr Louis Cortes,Paris,Medecin generaliste,,25
1103,1103,Dr Audrey HADDAD,Paris,Medecin generaliste,"['11', 'janvier']",25
1104,1104,Dr Alicia Petit,Paris,Medecin generaliste,"['25', 'janvier']",25
1105,1105,Dr Stéphanie BEGEL,Paris,Medecin generaliste,"['11', 'janvier']",50
1106,1106,Dr Patrice Barthélémy,Paris,Medecin generaliste,,Conventionné secteur 2
1107,1107,Dr Tania KANDEL,Paris,Medecin generaliste,"['24', 'janvier']","Centre de vaccination et de dépistage de la ville de Paris
Boursault
54 Bis Rue Boursault, 75017 Paris"
1108,1108,Dr Raphael GAUTHIER,Paris,Medecin generaliste,sam. 7 janv. 09:40,25
1109,1109,Dr Liliane CHEN,Paris,Medecin generaliste,"['10', 'janvier']",25
1110,1110,Dr Ségolène BERTRAN,Paris,Medecin generaliste,"['9', 'janvier']",25
1111,1111,Dr Michèle RICHEMOND,Paris,Medecin generaliste,"['10', 'janvier']",25
1112,1112,Dr Abner HAMOU,Paris,Medecin generaliste,"['9', 'janvier']",40
1113,1113,Dr Asmaa HAKMI,Paris,Medecin generaliste,"['10', 'janvier']",Conventionné secteur 1
